sOccupation,cJobTitle
247,Coding Clerk
173,Coding Clerk (Clinical)
247,Coding Clerk (Data-Processing)
247,Coding Clerk (Statistics)
297,Coffee Farmer
297,Coffee Grower
375,Coffee Taster
378,Coffin Maker
456,Coil Winder (Hand)
425,Coil Winder (Operating  Machine)
474,Coin Machine Collector
474,Coin Meter Collector
399,Coke Production Plant Operator
460,Cold-Storage Porter
240,Collateral Clerk
362,Collator Operator
94,College Counsellor
29,College Director
29,College Faculty Head
81,College Lecturer (Higher Education)
82,College Lecturer (Vocational Education)
29,College Principal
81,College Professor
208,College Rector
83,College Teacher (Secondary Education)
82,College Teacher (Vocational (Education))
130,Columnist
434,Combiner Operator (Agricultural)
416,Combiner Operator (Paper Production)
138,Comedian
138,Comic
187,Commercial  Traveller
62,Commercial Artist
59,Commercial Designer (Products)
386,Commercial Diver
14,Commercial Manager
212,Commercial Photographer
187,Commercial Salesperson
198,Committee Secretary
189,Commodities Broker
189,Commodities Dealer
189,Commodities Trader
189,Commodity Futures Dealer
5,Commonwealth Governor
116,Communications Analyst (Computers)
105,Communications Analyst (Except Computers)
219,Communications Assistant  (ICT)
105,Communications Consultant
15,Communications Manager (Public Relations)
24,Communications Manager (Technology)
116,Communications Programmer
369,Communications Technician (Telecommunications)
107,Communications Technology Salesperson
369,Communications Technology Servicer
27,Community Aged Care Coordinator
28,Community Centre Manager
207,Community Centre Warden (Associate Professional)
127,Community Centre Warden (Professional)
207,Community Development Worker
174,Community Health  Aide
174,Community Health  Promoter
26,Community Health Care Coordinator
207,Community Services  Worker
174,Community Worker (Health)
365,Commutator Builder
264,Companion (Except Health Or Aged Care)
288,Companion Helper
477,Company Director
96,Company Liquidator
477,Company President
10,Company Registrar
10,Company Secretary
10,Company Treasurer
251,Compilation Clerk (Directory)
12,Compliance Director
12,Compliance Manager
324,Composite Materials Roofer
426,Composite Products Assembler
325,Composition Tile Layer
399,Compounder Operator (Petroleum And Natural Gas Refining)
152,Compressor Operator (Air)
152,Compressor Operator (Gas)
225,Comptometer Clerk
225,Comptometer Operator
115,Computer Administrator (Systems Administration)
164,Computer Aided Tomography Technologist
108,Computer Analyst (Business Analysis)
218,Computer Analyst (Helpdesk)
218,Computer Analyst (Software Support)
112,Computer Analyst (Testing Software)
219,Computer Assistant (Communications)
218,Computer Assistant (Database)
141,Computer Assistant (Engineering (Hardware))
217,Computer Assistant (Engineering (Operations))
218,Computer Assistant (Engineering (Software Support))
219,Computer Assistant (Network)
218,Computer Assistant (Programming)
218,Computer Assistant (Systems Analysis)
219,Computer Assistant (Systems Design)
218,Computer Assistant (User Services)
109,Computer Engineer (Applications)
218,Computer Engineer (Computer Support)
55,Computer Engineer (Hardware)
109,Computer Engineer (Software)
109,Computer Engineer (Systems)
369,Computer Equipment Fitter
110,Computer Game Developer
62,Computer Games Designer
369,Computer Hardware Installer
218,Computer Helpdesk Operator
369,Computer Mechanic
44,Computer Modelling Scientist (Salinity)
217,Computer Operator
217,Computer Printer Operator (High-Speed)
111,Computer Programmer
112,Computer Programmer (Applications Testing)
110,Computer Programmer (Games)
110,Computer Programmer (Internet)
112,Computer Programmer (Testing (Software))
110,Computer Programmer (Web)
110,Computer Programmer (Website)
108,Computer Scientist
24,Computer Services Company Manager
24,Computer Services Department Manager
218,Computer Services Officer (Helpdesk)
109,Computer Software Designer
218,Computer Support
218,Computer Support Officer
218,Computer Support Technician
115,Computer Systems Administrator
115,Computer Systems Consultant (Managing System)
24,Computer Systems Manager
115,Computer Systems Manager (Systems Administration)
115,Computer Systems Officer (Managing System)
107,Computer Systems Salesperson
369,Computer Technician (Hardware)
219,Computer Technician (Network)
218,Computer Technician (User Support)
93,Computer Trainer
93,Computer Training Consultant
225,Computing Machine Clerk
321,Concrete Caster (Products)
321,Concrete Finisher
321,Concrete Mixer
433,Concrete Mixer Driver
321,Concrete Placer
321,Concrete Shutterer (Moulding)
394,Concrete-Mixing Plant Operator
321,Concreter
392,Cone Operator (Mine)
372,Confectioner
372,Confectionery Maker
191,Conference Administrator
191,Conference And Event Organizer
36,Conference Centre Manager
191,Conference Coordinator
191,Conference Manager
191,Conference Planner
191,Conference Producer
5,Congressman
5,Congresswoman
138,Conjuror
44,Conservation Officer
44,Conservation Scientist
121,Conservator
291,Constable
323,Construction Bracer
47,Construction Engineer
454,Construction Labourer (Building Work)
453,Construction Labourer (Civil Engineering)
453,Construction Labourer (Dams)
453,Construction Labourer (Roads)
347,Construction Machinery Mechanic
347,Construction Machinery Repairer
22,Construction Manager
319,Construction Mason
331,Construction Painter
323,Construction Shorer
149,Construction Site Coordinator
149,Construction Site Supervisor
331,Construction Spray-Painter
149,Construction Superintendent
149,Construction Supervisor
337,Constructional Steel Erector
205,Consular Official
6,Consul-General
67,Consultant Nurse (Clinical)
232,Contact Centre Coach
36,Contact Centre Manager
196,Contact Centre Supervisor
196,Contact Centre Team Manager
196,Contact Centre Workforce Planner
175,Contact Lens Optician
62,Content Creator
129,Continuity Editor
129,Continuity Writer
391,Continuous Miner Operator
138,Contortionist
133,Contralto
242,Control Clerk (Stock)
154,Control Operator (Rolling Mill)
154,Control-Panel Operator (Blast Furnace)
152,Control-Panel Operator (Chemical Plant)
153,Control-Panel Operator (Coal Gas Production)
151,Control-Panel Operator (Incinerator)
154,Control-Panel Operator (Metal Production)
150,Control-Panel Operator (Nuclear Reactor)
155,Control-Panel Operator (Paper-Making)
153,Control-Panel Operator (Petroleum And Natural Gas Refinery)
150,Control-Panel Operator (Power (Production))
155,Control-Panel Operator (Pulp Production)
221,Control-Panel Operator (Radio)
154,Control-Panel Operator (Smelting)
221,Control-Panel Operator (Television)
151,Control-Panel Operator (Water Treatment)
399,Converter Operator (Chemical Processes (Except Petroleum And Natural Gas))
206,Conveyancing Clerk
197,Conveyancing Secretary
436,Conveyer Operator
477,Coo
255,Cook
399,Cooking Equipment Operator (Chemical And Related Processes)
414,Cooking Equipment Operator (Malt)
152,Cooling Plant Operator
445,Cooling Tower Cleaner
378,Cooper
336,Coppersmith
297,Copra Farmer
297,Copra Planter
130,Copy Editor
104,Copy Writer (Advertising)
130,Copy Writer (News Media)
105,Copy Writer (Public Relations)
105,Copy Writer (Publicity)
129,Copy Writer (Technical)
249,Copying Clerk
334,Core Maker
393,Core Sampler
334,Coremaker
306,Cork Bark Stripper
296,Corn Farmer
296,Corn Farmer (Market Production)
313,Corn Farmer (Subsistence Farming)
133,Cornetist
120,Coroner
12,Corporate Planning Manager
13,Corporate Services Director
13,Corporate Services Manager
31,Correctional Services Manager
31,Corrective Services Manager
292,Corrective Services Officer (Guard)
198,Correspondence Assistant
251,Correspondence Clerk
380,Corset Maker
259,Cosmetologist
82,Cosmetology Instructor
100,Cost Analyst
239,Cost Computing Clerk
52,Cost Engineer (Evaluation)
59,Costume Designer
27,Cottage Manager (Aged Care)
28,Cottage Manager (Welfare Services)
296,Cotton Farmer
296,Cotton Grower
447,Cotton Picker
296,Cotton Planter
450,Council Labourer (Gardening)
127,Counselling Professional
282,Counter Attendant (Cafeteria)
282,Counter Attendant (Food Service)
23,Courier Service Manager
206,Court Clerk
206,Court Registrar
198,Court Reporter
301,Cowboy
301,Cowgirl
301,Cowherd
314,Cowherd (Subsistence Farming)
301,Cowherd Farmer (Market Production)
436,Crane Operator
129,Creative Writer
285,Creche Ayah
25,Crèche Manager
182,Credit Analyst (Assessing Credit Or Loans)
182,Credit Assessor
240,Credit Clerk
182,Credit Controller (Assessing Credit Worthiness Of Clients)
182,"Credit Officer (Bank, Building Society Or Credit Union)"
182,Credit Supervisor (Assessing Credit Or Finance)
30,Credit Union Manager
356,Creeler
250,Crew Scheduler
462,Crew Trainer (Fast Food)
250,Crewing Coordinator
250,Crewing Officer
438,Crewman
438,Crewwoman
209,Cricketer
130,Crime Reporter
124,Criminologist
207,Crisis Intervention Worker
130,Critic
357,Crocheter
304,Crocodile Farmer
43,Crop Consultant
296,Crop Farmer (Field Crops)
313,Crop Farmer (Subsistence)
296,Crop Grower (Field Crops)
43,Crop Research Scientist
157,Crop Research Technician
43,Crop Specialist
161,Crop Sprayer (Aerial)
389,Crop Sprayer (Except Aerial)
294,Crossing Guard
228,Croupier
392,Crusher Operator (Mineral Or Stone Processing)
49,Cryogenic Engineer
355,Crystal Glass Cutter
414,Crystallising Equipment Operator (Sugar Refining)
39,Crystallographer
164,Ct Scan Technologist
35,Cultural Centre Director
35,Cultural Centre Manager
128,Curate
214,Curatorial Assistant
214,Curatorial Technician
227,Currency Cashier (Exchange)
88,Curriculum Coordinator
88,Curriculum Developer
232,Customer Contact Centre Clerk
280,Customer Contact Centre Salesperson
218,Customer Service Engineer (Computer Helpdesk)
232,Customer Service Officer (Call Centre)
218,Customer Service Officer (Computer Support)
232,Customer Service Officer (Directory Assistance)
218,Customer Service Support Technician (Computing)
190,Customs Broker
200,Customs Inspector
200,Customs Officer
417,Cut-Off Operator (Log)
417,Cut-Off Saw Operator
362,Cutter Operator (Printing)
343,Cutting Instruments Sharpener
342,Cutting Machine Setter-Operator (Metal Working)
392,Cyanide Worker (Separation Equipment)
458,Cyclist (Except Racing)
42,Cytologist
165,Cytology Technician
301,Dairy Farmer
373,Dairy Products Maker
157,Dairy Technician
301,Dairymaid
301,Dairyman
92,Dance Coach
92,Dance Instructor
92,Dance School Teacher
92,Dance Studio Manager (Instructing)
92,Dance Teacher (Private Tuition)
80,Dance Therapist
92,Dance Tutor (Private Tuition)
134,Dancer
92,Dancesport Coach
268,Dancing Partner
400,Darkroom Technician
400,Darkroom Worker (Film Developing)
400,Darkroom Worker (Photograph Enlarging)
400,Darkroom Worker (Photograph Printing)
121,Data  Manager
114,Data Administrator
369,Data Cabler
225,Data Entry Clerk
225,Data Entry Operator
196,Data Entry Supervisor
225,Data Input Clerk
117,Data Miner
117,Data Mining Analyst
117,Data Mining Consultant
117,Data Mining Scientist
117,Data Mining Specialist
24,Data Operations Manager
24,Data Processing Manager
114,Database Administrator
114,Database Analyst
114,Database Architect
114,Database Developer
114,Database Manager
114,Database Programmer
247,Data-Processing Coder
288,Day Care Assistant (Aged Or Disabled)
285,Day Care Assistant (Children)
25,Day Care Centre Director (Children)
25,Day Care Centre Manager (Children)
461,Day Filler
461,Dayfiller
128,Deacon
94,Debating Coach
97,Debt Adviser
230,Debt Collector
438,Deck Hand
213,Decoration Designer
355,Decorative Engraver
355,Decorative Glass Cutter-Shaper
355,Decorative Painter
355,Decorative Painter (Ceramics)
355,Decorative Painter (Glass)
355,Decorative Painter (Sign)
355,Decorative Painting Spray-Painter
310,Deep-Sea Fisher
310,Deep-Sea Fisherman
310,Deep-Sea Fisherwoman
304,Deer Breeder
3,Defence Forces Recruit
3,Defence Forces Serviceperson
399,Dehydrator Operator (Oilfield)
207,Delinquency Worker (Associate Professional)
127,Delinquency Worker (Professional)
41,Demographer
454,Demolition Labourer
22,Demolition Manager
323,Demolition Worker (Skilled)
278,Demonstrating Merchandiser
289,Dental Aide
172,Dental Assistant
172,Dental Assistant (School Service)
289,Dental Attendant
172,Dental Auxiliary
172,Dental Hygienist
167,Dental Mechanic
73,Dental Practitioner
167,Dental Prosthetist
236,Dental Receptionist
199,Dental Secretary
73,Dental Surgeon
167,Dental Technician
172,Dental Therapist
73,Dentist
167,Dentures Maker
167,Denturist
29,Department Head (College)
6,Department Head (Government)
29,Department Head (University)
10,Department Manager (Accounting)
13,Department Manager (Administration)
10,Department Manager (Budgeting)
13,Department Manager (Business Services)
13,Department Manager (Cleaning)
31,Department Manager (Cultural Activities)
29,Department Manager (Education)
11,Department Manager (Employee Relations)
10,Department Manager (Finance)
32,Department Manager (Hotel)
11,Department Manager (Industrial Relations)
11,Department Manager (Industrial Relations)
14,Department Manager (Marketing)
11,Department Manager (Personnel)
36,Department Manager (Production And Operations (Travel Agency))
31,Department Manager (Recreation)
11,Department Manager (Recruitment)
34,Department Manager (Retail Trade)
14,Department Manager (Sales Promotion)
14,Department Manager (Sales)
34,Department Manager (Shop)
31,Department Manager (Sporting Activities)
34,Department Manager (Supermarket)
23,Department Manager (Transportation)
34,Department Manager (Wholesale Trade)
11,Department Manager (Workplace Relations)
34,Department Store Manager
112,Deployment Manager (Information And Communication Technology (ICT))
242,Depository Clerk (Furniture)
181,Derivatives Trader
65,Dermatologist
65,Dermatology Doctor
65,Dermatology Registrar
393,Derrick Operator
393,Derrickman
393,Derrickwoman
31,Design Service Director
31,Design Service Service Manager
31,Design Service Service Manager
151,Desilting Basin Operator
218,Desktop Analyst (Support)
218,Desktop Applications Support Officer
360,Desk-Top Publisher (Print Media)
220,Desk-Top Publisher (Web)
360,Desktop Publishing Operator
218,Desktop Support Engineer
218,Desktop Support Officer
204,Detective Constable
204,Detective Inspector
204,Detective Sergeant
101,Developing Or Analysing Government Policy Researcher
393,Developmental Driller
442,Dhobi
110,Dhtml Developer
110,Dhtml Programmer
65,Diabetologist
391,Diamond Miner
131,Dictionary Writer
145,Die Draughtsperson
341,Die Finisher
341,Die Maker
341,Diemaker
419,Die-Press Operator (Pottery And Porcelain)
49,Diesel Engineer
345,Diesel Fitter (Road Transport)
345,Diesel Mechanic (Motor Vehicle)
342,Die-Sinking Machine Setter-Operator (Metal Working)
77,Dietetic Consultant
77,Dietician
414,Diffuser Operator (Beet Sugar)
416,Digester Operator (Paper Pulp)
435,Digger Driver (Trench Digging)
435,Digger Operator (Trench Digging)
453,Digging Labourer (Ditch)
453,Digging Labourer (Grave)
453,Digging Labourer (Trench)
62,Digital Artist
117,Digital Forensics Consultant
117,Digital Forensics Specialist
205,Diplomatic Courier
6,Diplomatic Representative
